t,x,y,vd,xyd,nd,d,st
434,1726.47,1143.85,0.439405,0.439405,6,6.68739,0
434,1726.91,1143.85,0.439433,0.439433,6,6.66692,0
435,1727.35,1143.84,0.43946,0.43946,6,6.64681,0
435,1727.79,1143.84,0.439487,0.439487,6,6.62678,0
435,1728.23,1143.83,0.439514,0.439514,6,6.60755,0
435,1728.67,1143.82,0.439541,0.439541,6,6.58865,0
436,1729.1,1143.82,0.439568,0.439568,6,6.5701,0
436,1729.54,1143.81,0.439672,0.439672,6,6.55059,0
436,1729.98,1143.81,0.439698,0.439698,6,6.5317,0
436,1730.42,1143.8,0.439724,0.439724,6,6.5132,0
437,1730.86,1143.79,0.43975,0.43975,6,6.49507,0
437,1731.3,1143.78,0.439776,0.439776,6,6.47732,0
437,1731.74,1143.78,0.439822,0.439822,6,6.45936,0
437,1732.18,1143.77,0.439848,0.439847,6,6.44194,0
438,1732.62,1143.76,0.439873,0.439873,6,6.42489,0
438,1733.06,1143.75,0.439898,0.439898,6,6.40824,0
438,1733.5,1143.74,0.439923,0.439923,6,6.39197,0
438,1733.94,1143.74,0.439929,0.439929,6,6.37431,0
438,1734.38,1143.73,0.439954,0.439954,6,6.35759,0
439,1734.82,1143.72,0.439979,0.439979,6,6.3413,0
439,1735.26,1143.71,0.440004,0.440003,6,6.32543,0
439,1735.7,1143.7,0.440028,0.440028,6,6.31121,0
439,1736.14,1143.69,0.440052,0.440051,6,6.29692,0
440,1736.58,1143.68,0.440076,0.440077,6,6.28302,0
440,1737.02,1143.67,0.440101,0.440101,6,6.26949,0
440,1737.46,1143.65,0.440125,0.440125,6,6.25633,0
440,1737.9,1143.64,0.440149,0.440149,6,6.24359,0
441,1738.34,1143.63,0.440173,0.440173,6,6.23144,0
441,1738.78,1143.61,0.440196,0.440196,6,6.21964,0
441,1739.22,1143.6,0.44022,0.44022,6,6.20818,0
441,1739.66,1143.59,0.440157,0.440156,6,6.19781,0
442,1740.1,1143.57,0.440181,0.440181,6,6.18748,0
442,1740.54,1143.56,0.440204,0.440204,6,6.17746,0
442,1740.98,1143.54,0.440228,0.440228,6,6.16776,0
442,1741.42,1143.53,0.440251,0.440251,6,6.15836,0
442,1741.86,1143.51,0.440218,0.440218,6,6.14971,0
443,1742.3,1143.49,0.440241,0.440241,6,6.14101,0
443,1742.74,1143.48,0.440265,0.440265,6,6.1326,0
443,1743.18,1143.46,0.440288,0.440288,6,6.12449,0
443,1743.61,1143.44,0.440311,0.440311,6,6.11656,0
444,1744.05,1143.42,0.440334,0.440334,6,6.10925,0
444,1744.49,1143.41,0.440357,0.440356,6,6.10223,0
444,1744.93,1143.39,0.44038,0.44038,6,6.09547,0
444,1745.37,1143.37,0.440367,0.440367,6,6.08811,0
445,1745.81,1143.35,0.440389,0.44039,6,6.08106,0
445,1746.25,1143.33,0.440412,0.440412,6,6.07432,0
445,1746.69,1143.31,0.440435,0.440434,6,6.06788,0
445,1747.13,1143.29,0.440457,0.440457,6,6.06175,0
445,1747.57,1143.28,0.440479,0.440479,6,6.05561,0
446,1748.01,1143.26,0.440502,0.440502,6,6.0499,0
446,1748.45,1143.24,0.440524,0.440523,6,6.16748,0
446,1748.89,1143.22,0.440546,0.440546,6,6.15885,0
446,1749.33,1143.2,0.440568,0.440567,6,6.15033,0
447,1749.77,1143.18,0.440589,0.440589,6,6.1425,0
447,1750.21,1143.15,0.440611,0.440611,6,6.13493,0
447,1750.65,1143.13,0.440633,0.440633,6,6.12764,0
447,1751.09,1143.11,0.440716,0.440716,6,6.11979,0
447,1751.53,1143.09,0.440737,0.440737,6,6.1122,0
448,1751.97,1143.07,0.440758,0.440758,6,6.1049,0
448,1752.41,1143.05,0.440779,0.440779,6,6.0979,0
448,1752.85,1143.03,0.440816,0.440816,6,6.09164,0
448,1753.29,1143,0.440837,0.440837,6,6.08569,0
449,1753.73,1142.98,0.440857,0.440857,9.7,6.07999,0
449,1754.17,1142.96,0.440878,0.440878,9.7,6.07453,0
449,1754.61,1142.93,0.440883,0.440882,9.7,6.06847,0
449,1755.05,1142.91,0.440903,0.440903,9.7,6.06319,0
449,1755.5,1142.89,0.440923,0.440923,9.7,6.05816,0
450,1755.94,1142.86,0.440943,0.440943,9.7,6.05337,1
450,1756.38,1142.84,0.440963,0.440963,9.7,6.04883,1
450,1756.82,1142.81,0.440982,0.440982,9.7,6.04379,1
450,1757.26,1142.79,0.441002,0.441002,9.7,6.03939,1
451,1757.7,1142.77,0.441022,0.441022,9.7,6.03523,1
451,1758.14,1142.74,0.441041,0.441041,9.7,6.03132,1
451,1758.58,1142.72,0.441061,0.441061,9.7,6.02794,1
451,1759.02,1142.69,0.44108,0.44108,9.7,6.02452,1
452,1759.46,1142.67,0.441099,0.441099,9.7,6.02134,2
452,1759.9,1142.64,0.441119,0.441118,9.7,6.01839,2
452,1760.34,1142.61,0.441067,0.441067,9.7,6.01606,2
452,1760.78,1142.59,0.441087,0.441087,9.7,6.0136,2
452,1761.22,1142.56,0.441106,0.441106,9.7,6.01137,2
453,1761.66,1142.53,0.441125,0.441125,9.7,6.00934,3
453,1762.1,1142.51,0.441098,0.441097,9.7,6.00613,3
453,1762.54,1142.48,0.441117,0.441117,9.7,6.00355,3
453,1762.98,1142.46,0.441136,0.441136,9.7,6.0012,3
454,1763.42,1142.43,0.441155,0.441155,9.7,5.9991,3
454,1763.86,1142.4,0.441174,0.441174,9.7,5.99722,3
454,1764.3,1142.37,0.441192,0.441192,9.7,5.99579,3
454,1764.74,1142.35,0.441211,0.441211,9.7,5.99441,3
454,1765.18,1142.32,0.44123,0.44123,9.7,5.99326,3
455,1765.62,1142.29,0.441248,0.441248,9.7,5.99231,4
455,1766.06,1142.26,0.441238,0.441238,9.7,5.99191,4
455,1766.5,1142.24,0.441256,0.441256,9.7,5.99151,4
455,1766.94,1142.21,0.441275,0.441275,9.7,5.9913,4
456,1767.38,1142.18,0.441293,0.441293,9.7,5.99127,5
456,1767.82,1142.15,0.441311,0.441311,9.7,5.99188,5
456,1768.26,1142.12,0.441329,0.441329,9.7,5.99233,5
456,1768.7,1142.09,0.441347,0.441347,9.7,5.99294,5
456,1769.14,1142.06,0.441365,0.441365,9.7,5.99371,5
457,1769.58,1142.03,0.441383,0.441383,9.7,5.99462,6
457,1770.02,1142,0.441401,0.441401,9.7,5.99676,6
457,1770.46,1141.97,0.441419,0.441418,9.7,5.99863,6
457,1770.9,1141.94,0.441436,0.441436,9.7,6.00061,6
458,1771.34,1141.91,0.441454,0.441454,9.7,6.00269,6
458,1771.78,1141.88,0.441522,0.441521,9.7,6.00537,6
458,1772.22,1141.85,0.441539,0.441539,9.7,6.00775,6
458,1772.66,1141.81,0.441556,0.441556,9.7,6.0102,6
458,1773.1,1141.78,0.441572,0.441572,9.7,6.01272,6
459,1773.54,1141.75,0.441589,0.441589,9.7,6.0153,7
459,1773.98,1141.72,0.441619,0.441619,9.7,6.01743,7
459,1774.42,1141.69,0.441636,0.441636,9.7,6.01957,7
459,1774.87,1141.66,0.441653,0.441652,9.7,6.02177,7
459,1775.31,1141.63,0.441669,0.441669,9.7,6.02405,7
460,1775.75,1141.59,0.441673,0.441673,9.7,6.02872,8
460,1776.19,1141.56,0.441689,0.441689,9.7,6.03569,8
460,1776.63,1141.52,0.441705,0.441706,9.7,6.04524,8
460,1777.07,1141.48,0.441722,0.441722,9.7,6.05729,8
461,1777.51,1141.44,0.441738,0.441737,9.7,6.07179,9
461,1777.38,1141.45,0.417544,0.417544,9.7,6.06764,9
461,1777.8,1141.41,0.417027,0.417026,9.7,5.45743,9
461,1778.21,1141.36,0.416514,0.416513,9.7,5.49249,9
461,1778.63,1141.32,0.416001,0.416001,9.7,5.5293,9
462,1779.04,1141.27,0.417655,0.417655,9.7,5.56921,10
462,1779.46,1141.22,0.417145,0.417145,9.7,5.61042,10
462,1779.87,1141.17,0.416635,0.416636,9.7,5.65308,10
462,1780.28,1141.12,0.416126,0.416125,9.7,5.69713,10
463,1780.7,1141.06,0.41967,0.41967,9.7,5.74366,10
463,1781.11,1141,0.419193,0.419192,9.7,5.79125,10
463,1781.53,1140.95,0.418716,0.418716,9.7,5.83995,10
463,1781.94,1140.89,0.418239,0.41824,9.7,5.88969,10
463,1782.36,1140.83,0.417762,0.417763,9.7,5.94045,10
464,1782.77,1140.77,0.419975,0.419974,9.7,5.99184,11
464,1783.19,1140.71,0.419514,0.419514,9.7,6.04423,11
464,1783.6,1140.65,0.419054,0.419054,9.7,6.09737,11
464,1784.02,1140.58,0.418593,0.418593,9.7,6.15121,11
465,1784.43,1140.52,0.420512,0.420512,9.7,6.20494,11
465,1784.85,1140.46,0.420051,0.420051,9.7,6.25958,11
465,1785.26,1140.4,0.41959,0.41959,9.7,6.31473,11
465,1785.67,1140.33,0.419129,0.419129,9.7,6.37034,11
466,1786.09,1140.27,0.418668,0.418669,9.7,6.4264,11
466,1786.5,1140.2,0.420465,0.420465,9.7,6.48397,11
466,1786.92,1140.13,0.420012,0.420013,9.7,6.54129,11
466,1787.33,1140.07,0.41956,0.41956,9.7,6.59879,11
466,1787.75,1140,0.419107,0.419106,9.7,6.65644,11
467,1788.16,1139.94,0.421176,0.421176,9.7,6.71424,12
467,1788.58,1139.87,0.420727,0.420727,9.7,6.77198,12
467,1788.99,1139.8,0.420278,0.420278,9.7,6.8297,12
467,1789.41,1139.74,0.419829,0.419829,9.7,6.88737,12
468,1789.82,1139.67,0.41938,0.41938,9.7,6.94498,12
468,1790.24,1139.6,0.420879,0.420879,9.7,7.00203,12
468,1790.65,1139.54,0.420432,0.420431,9.7,7.05932,12
468,1791.07,1139.47,0.419984,0.419984,9.7,7.11635,12
469,1791.48,1139.41,0.419537,0.419537,9.7,7.1731,12
469,1791.9,1139.34,0.421437,0.421437,9.7,7.22935,12
469,1792.31,1139.28,0.42099,0.42099,9.7,7.28521,12
469,1792.73,1139.21,0.420542,0.420542,9.7,7.34066,12
470,1793.15,1139.15,0.420094,0.420094,9.7,7.39568,12
470,1793.56,1139.09,0.419646,0.419646,9.7,7.45026,12
470,1793.98,1139.03,0.421552,0.421551,9.7,7.50398,12
470,1794.39,1138.96,0.421104,0.421104,9.7,7.55735,12
471,1794.81,1138.9,0.420657,0.420657,9.7,7.61013,12
471,1795.23,1138.84,0.42021,0.42021,9.7,7.6623,12
471,1795.64,1138.78,0.419763,0.419763,9.7,7.71385,12
471,1796.06,1138.72,0.42118,0.42118,9.7,7.76451,12
471,1796.47,1138.66,0.420734,0.420733,9.7,7.81439,12
472,1796.89,1138.61,0.420287,0.420287,9.7,7.86353,13
472,1797.31,1138.55,0.41984,0.41984,9.7,7.91192,13
472,1797.27,1138.55,0.4019,0.401891,9.7,7.90815,13
472,1797.67,1138.5,0.401549,0.40154,9.7,7.95371,13
473,1798.07,1138.45,0.401198,0.40119,9.7,7.99851,13
473,1798.46,1138.39,0.400847,0.40084,9.7,8.04253,13
473,1798.86,1138.34,0.400496,0.400489,9.7,8.08578,13
473,1799.26,1138.29,0.403191,0.403191,9.7,8.12947,13
474,1799.66,1138.24,0.402832,0.402832,9.7,8.17188,14
474,1800.06,1138.19,0.402474,0.402474,9.7,8.21339,14
474,1800.46,1138.14,0.402116,0.402116,9.7,8.25402,14
474,1800.86,1138.09,0.403799,0.403799,9.7,8.29394,14
475,1801.26,1138.05,0.403439,0.403439,9.7,8.33284,14
475,1801.66,1138,0.40308,0.40308,9.7,8.37077,14
475,1802.06,1137.95,0.40272,0.40272,9.7,8.40774,14
475,1802.46,1137.91,0.402361,0.402361,9.7,8.44374,14
476,1802.86,1137.87,0.403881,0.40388,9.7,8.47852,14
476,1803.26,1137.82,0.40352,0.40352,9.7,8.51242,14
476,1803.66,1137.78,0.403158,0.403158,9.7,8.54527,14
476,1804.07,1137.74,0.402797,0.402797,9.7,8.5771,14
476,1804.47,1137.7,0.402377,0.402376,9.7,8.60759,14
477,1804.87,1137.67,0.402023,0.402023,9.7,8.63682,15
477,1805.27,1137.63,0.401668,0.401668,9.7,8.66499,15
477,1805.67,1137.6,0.401314,0.401314,9.7,8.69213,15
477,1806.07,1137.56,0.404787,0.404787,9.7,8.71774,15
478,1806.47,1137.53,0.404423,0.404423,9.7,7.02884,15
478,1806.88,1137.5,0.404059,0.404059,9.7,7.09952,15
478,1807.28,1137.47,0.403694,0.403695,9.7,7.16912,15
478,1807.68,1137.44,0.40333,0.403329,9.7,7.23764,15
479,1808.08,1137.41,0.40296,0.40296,9.7,7.3056,16
479,1808.48,1137.38,0.402603,0.402603,9.7,7.37219,16
479,1808.88,1137.35,0.402246,0.402247,9.7,7.43765,16
479,1809.29,1137.33,0.401889,0.401889,9.7,7.50198,16
479,1809.69,1137.3,0.403088,0.403089,9.7,7.5662,16
480,1810.09,1137.28,0.40273,0.402731,9.7,7.62888,17
480,1810.49,1137.26,0.402373,0.402372,9.7,7.69039,17
480,1810.89,1137.23,0.402015,0.402015,9.7,7.75076,17
480,1811.3,1137.21,0.403543,0.403543,9.7,7.81132,17
481,1811.7,1137.19,0.403183,0.403182,9.7,7.87041,17
481,1812.1,1137.17,0.402822,0.402823,9.7,7.92831,17
481,1812.5,1137.16,0.402462,0.402462,9.7,7.98503,17
481,1812.91,1137.14,0.404002,0.404002,9.7,8.04104,17
481,1813.31,1137.12,0.40364,0.403641,9.7,8.09591,17
482,1813.71,1137.11,0.403277,0.403277,9.7,8.1496,18
482,1814.12,1137.1,0.402915,0.402915,9.7,8.20214,18
482,1814.52,1137.08,0.40406,0.40406,9.7,8.25469,18
482,1814.92,1137.07,0.403699,0.4037,9.7,8.3059,18
483,1815.33,1137.06,0.403338,0.403337,9.7,8.35594,18
483,1815.73,1137.05,0.402977,0.402978,9.7,8.40483,18
483,1816.13,1137.04,0.402616,0.402615,9.7,8.45258,18
483,1816.15,1137.04,0.38807,0.38807,9.7,8.45453,18
484,1816.54,1137.03,0.387784,0.387783,9.7,8.49973,18
484,1816.92,1137.03,0.387499,0.387499,9.7,8.54389,18
484,1817.31,1137.02,0.387213,0.387213,9.7,8.58702,18
484,1817.7,1137.01,0.389458,0.389459,9.7,8.63011,18
484,1818.09,1137.01,0.389167,0.389168,9.7,8.67224,18
485,1818.48,1137.01,0.388876,0.388875,9.7,8.71335,19
485,1818.87,1137,0.388585,0.388584,9.7,8.75344,19
485,1819.26,1137,0.389954,0.389953,9.7,8.79192,19
485,1819.65,1137,0.389661,0.389661,9.7,8.82993,19
486,1820.03,1137,0.389367,0.389367,9.7,8.86699,19
486,1820.42,1137.01,0.389073,0.389072,9.7,8.90309,19
486,1820.81,1137.01,0.390315,0.390314,9.7,8.93787,19
486,1821.2,1137.01,0.390019,0.390019,9.7,8.97164,19
486,1821.59,1137.02,0.389724,0.389724,9.7,9.00454,19
487,1821.98,1137.02,0.389429,0.389428,9.7,9.03657,20
487,1822.37,1137.03,0.389085,0.389086,9.7,9.06759,20
487,1822.76,1137.04,0.388798,0.388797,9.7,9.09773,20
487,1823.15,1137.05,0.38851,0.38851,9.7,9.12705,20
488,1823.54,1137.06,0.388222,0.388222,9.7,9.15558,20
488,1823.92,1137.07,0.387934,0.387936,9.7,9.18332,20
488,1824.32,1137.08,0.390759,0.390759,9.7,9.21041,20
488,1824.71,1137.09,0.390462,0.390461,9.7,9.23668,20
489,1825.1,1137.1,0.390164,0.390165,9.7,9.26221,20
489,1825.49,1137.11,0.389867,0.389867,9.7,9.28701,20
489,1825.87,1137.13,0.389565,0.389564,9.7,9.3111,20
489,1826.26,1137.14,0.389274,0.389274,9.7,9.33444,20
489,1826.65,1137.16,0.388982,0.388982,9.7,9.3571,20
490,1827.04,1137.17,0.388691,0.388692,9.7,9.37908,21
490,1827.43,1137.19,0.389671,0.389671,9.7,9.40046,21
490,1827.82,1137.21,0.38938,0.389381,9.7,9.42096,21
490,1828.21,1137.23,0.38909,0.38909,9.7,9.44085,21
491,1828.6,1137.24,0.388799,0.388799,9.7,9.46012,21
491,1828.98,1137.26,0.388509,0.388509,9.7,9.47878,21
491,1829.37,1137.28,0.389752,0.389751,9.7,9.49682,21
491,1829.76,1137.3,0.38946,0.38946,9.7,9.51467,21
492,1830.15,1137.32,0.389167,0.389168,9.7,9.53195,21
492,1830.54,1137.34,0.388875,0.388874,9.7,9.54866,21
492,1830.93,1137.37,0.390121,0.390121,9.7,9.5652,21
492,1831.32,1137.39,0.389829,0.389829,9.7,9.58111,21
492,1831.71,1137.41,0.389537,0.389536,9.7,9.59648,21
493,1832.09,1137.43,0.389244,0.389245,9.7,9.61132,22
493,1832.48,1137.46,0.388952,0.388951,9.7,9.62563,22
493,1832.87,1137.48,0.389882,0.389881,9.7,9.64044,22
493,1833.26,1137.5,0.389589,0.389589,9.7,9.65434,22
494,1833.65,1137.53,0.389297,0.389297,9.7,9.66774,22
494,1834.04,1137.55,0.389004,0.389004,9.7,9.68064,22
494,1834.11,1137.56,0.377177,0.377177,9.7,9.68285,22
494,1834.49,1137.58,0.376944,0.376944,9.7,9.69486,22
495,1834.86,1137.61,0.376714,0.376713,9.7,9.70642,22
495,1835.24,1137.63,0.376483,0.376484,9.7,9.71754,22
495,1835.62,1137.66,0.378315,0.378315,9.7,9.72771,22
495,1835.99,1137.69,0.378081,0.378081,9.7,9.73751,22
496,1836.37,1137.71,0.377846,0.377846,9.7,9.74691,22
496,1836.75,1137.74,0.377611,0.37761,9.7,9.75593,22
496,1837.12,1137.77,0.377376,0.377376,9.7,9.76456,22
496,1837.5,1137.8,0.378485,0.378485,9.7,9.77096,22
497,1837.88,1137.83,0.378249,0.378248,9.7,9.77753,22
497,1838.25,1137.86,0.378012,0.378012,9.7,9.78381,22
497,1838.63,1137.89,0.377776,0.377775,9.7,9.78978,22
497,1839.01,1137.92,0.378773,0.378773,9.7,9.79535,22
498,1839.39,1137.95,0.378536,0.378536,9.7,9.80037,22
498,1839.76,1137.99,0.378299,0.378299,9.7,9.45621,22
498,1840.14,1138.02,0.378062,0.378062,9.7,9.47388,22
498,1840.52,1138.05,0.377825,0.377825,9.7,9.49128,22
498,1840.89,1138.08,0.377555,0.377555,9.7,9.50774,22
499,1841.27,1138.12,0.377323,0.377322,9.7,9.52402,23
499,1841.64,1138.15,0.377091,0.377091,9.7,9.54008,23
499,1842.02,1138.19,0.376859,0.376859,9.7,9.55591,23
499,1842.4,1138.22,0.37914,0.37914,9.7,9.57157,23
500,1842.77,1138.25,0.3789,0.378899,9.7,9.58664,23
500,1843.15,1138.29,0.37866,0.37866,9.7,9.6015,23
500,1843.53,1138.33,0.378421,0.378421,9.7,9.61616,23
500,1843.9,1138.36,0.378171,0.378171,9.7,9.63108,23
501,1844.28,1138.4,0.377938,0.377938,9.7,9.64566,23
501,1844.66,1138.43,0.377704,0.377703,9.7,9.66001,23
501,1845.03,1138.47,0.37747,0.37747,9.7,9.67415,23
501,1845.41,1138.5,0.377236,0.377236,9.7,9.68807,23
502,1845.78,1138.54,0.37803,0.37803,9.7,9.70341,23
502,1846.16,1138.57,0.377796,0.377796,9.7,9.71804,23
502,1846.54,1138.61,0.377562,0.377561,9.7,9.73241,23
502,1846.91,1138.64,0.377328,0.377328,9.7,9.74651,23
503,1847.29,1138.68,0.37833,0.37833,9.7,9.76187,23
503,1847.66,1138.71,0.378095,0.378095,9.7,9.77656,23
503,1848.04,1138.75,0.377859,0.377859,9.7,9.79094,23
503,1848.42,1138.78,0.377624,0.377623,9.7,9.805,23
504,1848.79,1138.82,0.378629,0.378629,9.7,9.82028,23
504,1849.17,1138.85,0.378393,0.378393,9.7,9.83486,23
504,1849.55,1138.89,0.378157,0.378157,9.7,9.84907,23
504,1849.92,1138.93,0.377921,0.377921,9.7,9.86292,23
505,1850.3,1138.96,0.377685,0.377685,9.7,9.87641,23
505,1850.67,1139,0.37844,0.37844,9.7,9.89038,23
505,1851.05,1139.04,0.378204,0.378204,9.7,9.90355,23
505,1851.43,1139.07,0.377968,0.377968,9.7,9.91635,23
506,1851.8,1139.11,0.377732,0.377732,9.7,9.92876,23
506,1851.92,1139.12,0.368167,0.368172,9.7,9.93202,23
506,1852.29,1139.16,0.367982,0.367986,9.7,9.94292,23
506,1852.66,1139.2,0.367796,0.367801,9.7,9.95348,23
507,1853.02,1139.24,0.367611,0.367615,6,9.96371,1
507,1853.39,1139.27,0.369096,0.369096,6,9.9742,1
507,1853.75,1139.31,0.368906,0.368906,6,9.98413,1
507,1854.12,1139.35,0.368716,0.368716,6,9.9937,1
508,1854.49,1139.39,0.368525,0.368525,6,10.0029,1
508,1854.86,1139.43,0.369425,0.369425,6,10.0105,1
508,1855.22,1139.47,0.369233,0.369232,6,10.0182,1
508,1855.59,1139.52,0.369041,0.369041,6,10.0256,1
509,1855.96,1139.56,0.368849,0.368849,6,10.0326,1
509,1856.32,1139.6,0.369659,0.369659,6,10.0383,1
509,1856.69,1139.64,0.369466,0.369466,6,10.044,1
509,1857.06,1139.69,0.369273,0.369273,6,10.0494,1
510,1857.42,1139.73,0.36908,0.36908,6,10.0545,1
510,1857.79,1139.77,0.368858,0.368858,6,10.0603,1
510,1858.15,1139.82,0.368669,0.368669,6,10.0652,1
510,1858.52,1139.86,0.368481,0.368481,6,10.0698,1
511,1858.89,1139.9,0.368293,0.368293,6,10.074,1
511,1859.25,1139.95,0.368105,0.368105,6,10.0779,1
511,1859.62,1139.99,0.369962,0.369961,6,10.0807,1
511,1859.98,1140.04,0.369767,0.369767,6,10.0833,1
512,1860.35,1140.09,0.369573,0.369573,6,10.0856,1
512,1860.72,1140.13,0.369379,0.369379,6,10.0875,1
512,1861.08,1140.18,0.369176,0.369175,6,10.0887,1
513,1861.45,1140.23,0.368986,0.368986,6,10.0895,1
513,1861.82,1140.28,0.368795,0.368795,6,10.0898,1
513,1862.18,1140.33,0.368605,0.368605,6,10.0899,1
513,1862.55,1140.37,0.372769,0.372769,6,10.0907,1
514,1862.92,1140.42,0.372654,0.372654,6,10.0909,1
514,1863.29,1140.47,0.37254,0.37254,6,10.0907,1
514,1863.66,1140.52,0.372425,0.372425,6,10.0901,1
514,1864.03,1140.57,0.375944,0.375944,6,10.0905,1
515,1864.4,1140.62,0.375892,0.375892,6,10.0901,1
515,1864.78,1140.67,0.37584,0.37584,6,10.0893,1
515,1865.15,1140.72,0.375789,0.375789,6,10.0881,1
515,1865.52,1140.77,0.37863,0.37863,6,10.0877,1
516,1865.9,1140.82,0.37863,0.37863,6,10.0865,1
516,1866.27,1140.88,0.37863,0.37863,6,10.0848,1
516,1866.65,1140.93,0.37863,0.37863,6,10.0826,1
516,1867.03,1140.98,0.379894,0.379894,6,10.08,1
517,1867.4,1141.03,0.379942,0.379942,6,10.0767,1
517,1867.78,1141.09,0.37999,0.37999,6,10.0728,1
517,1868.15,1141.14,0.380038,0.380038,6,10.0685,1
517,1868.53,1141.2,0.381628,0.381628,6,10.0648,1
518,1868.91,1141.25,0.381713,0.381713,6,10.0601,1
518,1869.29,1141.31,0.381798,0.381797,6,10.0549,1
518,1869.66,1141.36,0.381883,0.381883,6,10.0491,1
518,1869.94,1141.4,0.37478,0.374781,6,10.0445,1
519,1870.31,1141.46,0.374936,0.374936,6,10.0382,1
519,1870.69,1141.52,0.375092,0.375091,6,9.16767,1
519,1871.06,1141.57,0.375248,0.375248,6,9.19316,1
520,1871.06,1141.57,0.358437,0.358437,6,9.19343,1
520,1871.41,1141.63,0.358196,0.358196,6,9.2171,1
520,1871.76,1141.68,0.357971,0.357971,6,9.23852,1
520,1872.12,1141.74,0.357747,0.357747,6,9.25773,1
521,1872.47,1141.8,0.358732,0.358732,6,9.27497,1
521,1872.82,1141.87,0.358512,0.358512,6,9.29031,1
521,1873.17,1141.93,0.358292,0.358292,6,9.30364,1
521,1873.53,1142,0.358072,0.358072,6,9.31497,1
522,1873.88,1142.07,0.35892,0.35892,6,9.32446,1
522,1874.23,1142.14,0.358699,0.358699,6,9.33192,1
522,1874.58,1142.21,0.358478,0.358478,6,9.33761,1
523,1874.93,1142.29,0.358257,0.358257,6,9.34158,1
523,1875.28,1142.36,0.358278,0.358278,6,9.34415,1
523,1875.63,1142.44,0.35806,0.35806,6,9.34525,1
523,1875.98,1142.52,0.357842,0.357841,6,9.3448,1
524,1876.33,1142.6,0.357624,0.357624,6,9.34285,1
524,1876.68,1142.68,0.359322,0.359322,6,9.33931,1
524,1877.03,1142.76,0.359099,0.3591,6,9.33444,1
525,1877.38,1142.85,0.358876,0.358875,6,9.32824,1
525,1877.73,1142.93,0.358652,0.358653,6,9.32073,1
525,1878.07,1143.02,0.358623,0.358623,6,9.31082,1
525,1878.42,1143.11,0.358402,0.358401,6,9.3002,1
526,1878.77,1143.2,0.358181,0.358181,6,9.28848,1
526,1879.12,1143.29,0.361836,0.361836,6,9.27691,1
526,1879.47,1143.38,0.361601,0.361601,6,9.26386,1
526,1879.82,1143.47,0.361365,0.361366,6,9.24978,1
527,1880.17,1143.57,0.361129,0.361128,6,9.23469,1
527,1880.52,1143.66,0.364479,0.364479,6,9.21884,1
527,1880.87,1143.76,0.36423,0.36423,6,9.20215,1
527,1881.22,1143.85,0.363981,0.363982,6,9.18456,1
528,1881.57,1143.95,0.363733,0.363732,6,9.16609,1
528,1881.92,1144.05,0.366713,0.366713,6,9.14749,1
528,1882.28,1144.15,0.366453,0.366452,6,9.12793,1
529,1882.63,1144.25,0.366194,0.366194,6,9.1076,1
529,1882.98,1144.35,0.365934,0.365934,6,9.08651,1
529,1883.33,1144.45,0.367784,0.367784,6,9.06443,1
529,1883.69,1144.55,0.367519,0.367519,6,9.04192,1
530,1884.04,1144.65,0.367254,0.367254,6,9.01876,1
530,1884.39,1144.75,0.366989,0.36699,6,8.99498,1
530,1884.75,1144.86,0.369229,0.369228,6,8.97053,1
530,1885.1,1144.96,0.368957,0.368958,6,8.94571,1
531,1885.45,1145.07,0.368685,0.368686,6,8.92035,1
531,1885.81,1145.17,0.368413,0.368413,6,8.89448,1
531,1886.13,1145.27,0.363696,0.363696,6,8.86934,1
532,1886.48,1145.38,0.363452,0.363452,6,8.84188,1
532,1886.82,1145.48,0.363207,0.363208,6,8.81405,1
532,1887.17,1145.59,0.362963,0.362962,6,8.78586,1
532,1887.19,1145.6,0.350035,0.350058,6,8.78445,1
533,1887.53,1145.7,0.349858,0.34988,6,8.75731,1
533,1887.86,1145.8,0.34968,0.349701,6,8.72988,1
533,1888.19,1145.91,0.350477,0.350476,6,8.7016,1
533,1888.53,1146.01,0.350297,0.350297,6,8.67347,1
534,1888.86,1146.11,0.350117,0.350117,6,8.6451,1
534,1889.2,1146.22,0.349938,0.349938,6,8.6165,1
534,1889.53,1146.32,0.35063,0.350629,6,8.58735,1
534,1889.87,1146.43,0.35045,0.35045,6,8.55829,1
535,1890.2,1146.53,0.35027,0.35027,6,8.52904,1
535,1890.54,1146.64,0.350089,0.35009,6,8.49963,1
535,1890.87,1146.74,0.349911,0.349911,6,8.47143,1
536,1891.2,1146.84,0.349734,0.349733,6,8.4426,1
536,1891.54,1146.95,0.349556,0.349556,6,8.41363,1
536,1891.87,1147.05,0.349572,0.349572,6,8.3852,1
536,1892.2,1147.15,0.349397,0.349397,6,8.3564,1
537,1892.54,1147.26,0.349222,0.349222,6,8.32748,1
537,1892.87,1147.36,0.349047,0.349047,6,8.29844,1
537,1893.21,1147.47,0.350414,0.350414,6,8.26958,1
537,1893.54,1147.57,0.350234,0.350233,6,8.24031,1
538,1893.87,1147.68,0.350054,0.350054,6,8.21096,1
538,1894.21,1147.78,0.350027,0.350027,6,8.18098,1
538,1894.54,1147.89,0.349849,0.349849,6,8.15086,1
538,1894.87,1147.99,0.349672,0.349672,6,8.12072,1
539,1895.21,1148.1,0.349495,0.349495,6,8.09056,1
539,1895.54,1148.21,0.352433,0.352432,6,8.05858,1
